Id,OwnerUserId,CreationDate,ParentId,Score,Body
8081,667,2008-08-11T18:43:51Z,8050,4,"<p>Linq is short for ""Language integrated query."" It's a set of language enhancements built into C# and VB. Basically, what you get is a bunch of  standard query operators that can be applied to any IEnumerable of type T. There's a lot of different linq providers for specific types of data- for example, there's linq to xml, linq to entities, even linq to sharepoint. </p>

<p>To get started with linq, in all its many forms, I suggest the book <a href=""http://rads.stackoverflow.com/amzn/click/1590597893"" rel=""nofollow"" title=""Cocoa Programming for Mac OSX"">Pro Linq by Joseph C. Rattz.</a> It's an excellent overview of Linq. He takes a ground-up approach, first describing all the language features (like Lambda Expressions and Expression Trees) that Linq is built on, and then moving on to some standard linq provider implementations.</p>

<p>Additionally, here's a pretty good MSDN article describing Linq: <a href=""http://msdn.microsoft.com/en-us/library/bb308959.aspx"" rel=""nofollow"" title=""Using Subversion hooks to send out build emails"">LINQ: .NET Language-Integrated Query</a></p>

<p>Now, Linq to Sql is a linq provider written specifically for SQL Server. Included in this provider is an OR/M, that gives you some handy-dandy functionality (like typing out all your sql tables, so you get a robust design-time view of your database schema.) It's totally awesome, and for me, has greatly speed up development time when working with a sql database.
The book I recommended above also has a great section about using Linq To Sql. Also,
here's a good ""beginner's guide"" article from MSDN: <a href=""http://msdn.microsoft.com/en-us/library/bb425822.aspx#linqtosql_topic1"" rel=""nofollow"">Linq To SQL: .NET Language-Integrated Query for Relational Data</a></p>"
8084,905,2008-08-11T18:46:50Z,8050,1,"<p>I think this book:</p>

<p><strong><a href=""http://www.manning.com/skeet/"" rel=""nofollow"">C# in Depth</a></strong></p>

<p>By Jon Skeet is an excellent programmers' guide that matches your exact needs (moving from earlier C# to C#3.5). </p>

<p>Also if you order it you get the electronic copy too - something more publishers should do (excellent for both Kindles and searching).</p>"
8094,563,2008-08-11T19:01:49Z,7990,8,"<p>Printing from a Windows service is really painful. It seems to work... sometimes... but finally it craches or throws an exception from time to time, without any clear reason. It's really hopeless. Officially, it's even <a href=""http://msdn.microsoft.com/en-us/library/system.drawing.printing%28VS.80%29.aspx"">not supported</a>, without any explanation, nor any proposal for an alternate solution.</p>

<p>Recently, I have been confronted to the problem and after several unsuccessful trials and experimentations, I came finally with two viable solutions:</p>

<ul>
<li>Write your own printing DLL using the Win32 API (in C/C++ for instance), then use it from your service with P/Invoke (works fine)</li>
<li>Write your own printing COM+ component, then uses it from your service. I have chosen this solution with success recently (but it was third party COM+ component, not own written) It works absolutely fine too.</li>
</ul>"
8112,380,2008-08-11T19:20:29Z,7990,13,"<p>Trust me, you will spend more money trying to search/develop a solution for this as compared to buying a third party component. Do not reinvent the wheel and go for the paid solution.</p>

<p>Printing is a complex problem and I would love to see the day when better framework support is added for this.</p>
"
8155,960,2008-08-11T19:59:34Z,8140,1,"<ol>
<li><p>Find out what minimum requrements you want to put on a plugin writer. Then make one or more Interfaces that the writer must implement for your code to know when and where to execute the code.  </p></li>
<li><p>Make an API the writer can use to access some of the functionality in your code.  </p></li>
</ol>

<p>You could also make a base class the writer must inherit. This will make wiring up the API easier. Then use some kind of reflection to scan a directory, and load the classes you find that matches your requirements.  </p>

<p>Some people also make a scripting language for their system, or implements an interpreter for a subset of an existing language. This is also a possible route to go.</p>

<p>Bottom line is: When you get the code to load, only your imagination should be able to stop you.<br />
Good luck.</p>
"
8157,872,2008-08-11T20:00:09Z,8140,3,"<p>This is generally something that you'll have to expose yourself, so yes, it will be dependent on the language your system is written in (though often it's possible to write wrappers for other languages as well).</p>

<p>If, for example, you had a program written in C, for Windows, plugins would be written for your program as DLLs.  At runtime, you would manually load these DLLs, and expose some interface to them.  For example, the DLLs might expose a <code>gimme_the_interface()</code> function which could accept a structure filled with function pointers.  These function pointers would allow the DLL to make calls, register callbacks, etc.</p>

<p>If you were in C++, you would use the DLL system, except you would probably pass an object pointer instead of a struct, and the object would implement an interface which provided functionality (accomplishing the same thing as the struct, but less ugly).  For Java, you would load class files on-demand instead of DLLs, but the basic idea would be the same.</p>

<p>In all cases, you'll need to define a standard interface between your code and the plugins, so that you can initialize the plugins, and so the plugins can interact with you.</p>

<p>P.S. If you'd like to see a good example of a C++ plugin system, check out the <a href=""http://foobar2000.com/SDK.html"" rel=""nofollow"">foobar2000 SDK</a>.  I haven't used it in quite a while, but it used to be really well done.  I assume it still is.</p>"
8164,521,2008-08-11T20:06:53Z,8140,4,"<p>I've used event-based APIs for plugins in the past. You can insert hooks for plugins by dispatching events and providing access to the application state.</p>

<p>For example, if you were writing a blogging application, you might want to raise an event just before a new post is saved to the database, and provide the post HTML to the plugin to alter as needed.</p>
"
8173,1026,2008-08-11T20:15:06Z,8140,2,"<p>I'm tempted to point you to the Design Patterns book for this generic question :p</p>

<p>Seriously, I think the answer is no. You can't write extensible code by default, it will be both hard to write/extend and awfully inefficient (Mozilla started with the idea of being very extensible, used XPCOM everywhere, and now they realized it was a mistake and started to remove it where it doesn't make sense).</p>

<p>what makes sense to do is to identify the pieces of your system that can be meaningfully extended and support a proper API for these cases (e.g. language support plug-ins in an editor). You'd use the relevant patterns, but the specific implementation depends on your platform/language choice.</p>

<p>IMO, it also helps to use a dynamic language - makes it possible to tweak the core code at run time (when absolutely necessary). I appreciated that Mozilla's extensibility works that way when writing Firefox extensions.</p>
"
8195,96,2008-08-11T20:38:25Z,7990,0,"<p>I think we are going to go the third party route.  I like the XSL -> HTML -> PDF -> Printer flow... Winnovative's <a href=""http://www.winnovative-software.com/"" rel=""nofollow"" title=""Cocoa Programming for Mac OSX"">HTML to PDF</a> looks good for the first part, but I'm running into a block finding a good PDF printing solution... any suggestions?  Ideally the license would be on a developer basis, not on a deployed runtime basis.</p>
"
8196,121,2008-08-11T20:40:44Z,8140,1,"<p>If you are using a compiled language such as C or C++, it may be a good idea to look at plugin support via scripting languages.  Both Python and Lua are excellent languages that are used to script a large number of applications (Civ4 and blender use Python, Supreme Commander uses Lua, etc).  </p>

<p>If you are using C++, check out the boost python library.  Otherwise, python ships with headers that can be used in C, and does a fairly good job documenting the C/python API.  The documentation seemed less complete for Lua, but I may not have been looking hard enough.  Either way, you can offer a fairly solid scripting platform without a terrible amount of work.  It still isn't trivial, but it provides you with a very good base to work from.</p>"
8272,645,2008-08-11T22:08:57Z,7990,4,"<p>Printing from a service is a bad idea. Network printers are connected ""per-user"". You can mark the service to be run as a particular user, but I'd consider that a bad security practice. You might be able to connect to a local printer, but I'd still hesitate before going this route.</p>

<p>The best option is to have the service store the data and have a user-launched application do the printing by asking the service for the data. Or a common location that the data is stored, like a database. </p>

<p>If you need to have the data printed as regular intervals, setup a Task event thru the Task Scheduler. Launching a process from a service will require knowing the user name and password, which again is bad security practice.</p>

<p>As for the printing itself, use a third-party tool to generate the report will be the easiest.</p>
"
8330,1059,2008-08-11T23:13:28Z,3150,1,"<p>I've used <a href=""http://cppunit.sourceforge.net/cppunit-wiki"" rel=""nofollow"">CppUnit</a> with VS2005 and Eclipse. The wiki is very thorough (especially if you are familiar with JUnit).</p>"
8345,234,2008-08-11T23:45:25Z,3150,1,"<p>I'm not 100% sure about VS2008, but I know that the Unit Testing framework that microsoft shipped in VS2005 as part of their Team Suite was only for .NET, not C++</p>

<p>I've used CppUnit also and it was alright. Much the same as NUnit/JUnit/so on.</p>

<p>If you've used boost, they <a href=""http://www.boost.org/doc/libs/1_35_0/libs/test/doc/index.html"" rel=""nofollow"">also have a unit testing library</a></p>

<p>The guys behind boost have some <strong>serious</strong> coding chops, so I'd say their framework should be pretty good, but it might not be the most user friendly :-)</p>"
8421,785,2008-08-12T02:37:15Z,6430,-2,"<p>Aha, I was really just testing everyone once again!  :)  The real answer is, you rarely need to iterate the datagrid.  Because even when binding to an ArrayList, the binding is 2 way.  Still, it is handy to know how to itereate the grid directly, it can save a few lines of code now and then.  </p>

<p>But NotMyself and Orion gave the better answers:  Convince the stakeholders to move up to a higher version of C#, to save development costs and increase maintainability and extensability.</p>"
8598,834,2008-08-12T08:05:53Z,7720,7,"<p>Maybe you should take a look at <a href=""http://izpack.org/"" rel=""nofollow"" title=""for Visual Studio 2005"">IzPack</a>. I created a very nice installer some years ago and I'd bet that they are still improving it. It allows the installation of docs, binaries and a clickable link to start the application <em>IIRC</em>.</p>"
8602,872,2008-08-12T08:15:51Z,7720,3,"<p>Have you considered writing a small program in C/C++ that just calls <a href=""http://msdn.microsoft.com/en-us/library/ms682425.aspx"" rel=""nofollow""><code>CreateProcess</code></a> to start up the java VM with the jar (or class) file?</p>

<p>You could get <a href=""http://www.microsoft.com/express/vc/"" rel=""nofollow"">Visual C++ Express</a> and put together the startup program pretty easily.  This would make it easy to add a friendly icon as well.</p>"
8620,998,2008-08-12T08:55:33Z,7720,0,"<p>Another option I was considering: rather than writing a native launcher from scratch, Eclipse comes with the source code for its own launcher, and this could perhaps be repurposed for my app.</p>

<p>It's a shame that Sun never included anything similar in the JDK.</p>
"
8805,1109,2008-08-12T13:14:50Z,8790,33,"<p>I've got something similar set up: I have a main Ant build.xml which calls a separate build.xml that takes care of building my tests. This is how I do it:</p>

<pre><code>&lt;target name=""build-tests""&gt;
    &lt;subant target=""build""&gt;
      &lt;fileset dir=""${test.home}"" includes=""build.xml""/&gt;
    &lt;/subant&gt;
&lt;/target&gt;
</code></pre>

<p>The trick is to use <a href=""http://ant.apache.org/manual/Tasks/subant.html""><code>subant</code></a> instead of <code>antcall</code>. You don't have to import the other build file.</p>
"
8810,207,2008-08-12T13:20:39Z,8790,6,"<p>Try using the <a href=""http://ant.apache.org/manual/Tasks/ant.html"">""ant"" task</a> instead of the ""antcall"" task, which runs the imported build directly instead of importing it into the current build file. It has a ""dir"" parameter:</p>

<blockquote>
  <p>the directory to use as a basedir
  for the new Ant project. Defaults to
  the current project's basedir, unless
  inheritall has been set to false, in
  which case it doesn't have a default
  value. This will override the basedir
  setting of the called project.</p>
</blockquote>

<p>So you could do:</p>

<pre><code>&lt;ant antfile=""${baseDirUpOne}/utils/build/build.xml"" dir=""../utils/build"" /&gt;
</code></pre>

<p>or something like that.</p>
"
8811,194,2008-08-12T13:20:55Z,8800,127,"<p>There is an actual Data Type called KeyValuePair, use like this</p>

<pre><code>KeyValuePair&lt;string, string&gt; myKeyValuePair = new KeyValuePair&lt;string,string&gt;(""defaultkey"", ""defaultvalue"");
</code></pre>
"
8813,267,2008-08-12T13:22:01Z,8800,1,"<p><a href=""http://msdn.microsoft.com/en-us/library/xfhwa508.aspx"" rel=""nofollow"">Dictionary Class</a> is exactly what you want, correct.</p>

<p>You can declare the field directly as Dictionary, instead of IDictionary, but that's up to you.</p>"
8814,42,2008-08-12T13:23:27Z,8800,5,"<p>There is a KeyValuePair built-in type. As a matter of fact, this is what the IDictionary is giving you access to when you iterate in it.</p>

<p>Also, this structure is hardly a tree, finding a more representative name might be a good exercise.</p>
"
8816,372,2008-08-12T13:25:12Z,8800,12,"<p>One possible thing you could do is use the Dictionary object straight out of the box and then just extend it with your own modifications:</p>

<pre><code>public class TokenTree : Dictionary&lt;string, string&gt;
{
    public IDictionary&lt;string, string&gt; SubPairs;
}
</code></pre>

<p>This gives you the advantage of not having to enforce the rules of IDictionary for your Key (e.g., key uniqueness, etc).</p>

<p>And yup you got the concept of the constructor right :)</p>
"
8818,267,2008-08-12T13:25:56Z,8800,2,"<p>@<a href=""http://stackoverflow.com/users/733/jay-mooney"" rel=""nofollow"">Jay Mooney</a>: A generic Dictionary class in .NET is actually a hash table, just with fixed types.</p>

<p>The code you've shown shouldn't convince anyone to use Hashtable instead of Dictionary, since both code pieces can be used for both types.</p>

<p>For hashtable:</p>

<pre><code>foreach(object key in h.keys)
{
     string keyAsString = key.ToString(); // btw, this is unnecessary
     string valAsString = h[key].ToString();

     System.Diagnostics.Debug.WriteLine(keyAsString + "" "" + valAsString);
}
</code></pre>

<p>For dictionary:</p>

<pre><code>foreach(string key in d.keys)
{
     string valAsString = d[key].ToString();

     System.Diagnostics.Debug.WriteLine(key + "" "" + valAsString);
}
</code></pre>

<p>And just the same for the other one with KeyValuePair, just use the non-generic version for Hashtable, and the generic version for Dictionary.</p>

<p>So it's just as easy both ways, but Hashtable uses Object for both key and value, which means you will box all value types, and you don't have type safety, and Dictionary uses generic types and is thus better.</p>"
8826,1065,2008-08-12T13:38:47Z,8800,1,"<p>Use something like this:  </p>

<pre><code>class Tree &lt; T &gt; : Dictionary &lt; T, IList&lt; Tree &lt; T &gt; &gt; &gt;  
{  
}
</code></pre>

<p>It's ugly, but I think it will give you what you want. Too bad KeyValuePair is sealed.</p>
"
8833,832,2008-08-12T13:45:50Z,8800,3,"<p>Just one thing to add to this (although I do think you have already had your question answered by others). In the interests of extensibility (since we all know it will happen at some point) you may want to check out the <a href=""http://www.dofactory.com/Patterns/PatternComposite.aspx"" rel=""nofollow"">Composite Pattern</a> This is ideal for working with ""Tree-Like Structures""..</p>

<p>Like I said, I know you are only expecting one sub-level, but this could really be useful for you if you later need to extend ^_^</p>
"
8834,1120,2008-08-12T13:45:53Z,8800,7,"<p>I think what you might be after (as a literal implementation of you question) is:</p>

<pre><code>pubic class TokenTree
{
    public TokenTree()
    {
        tree = new Dictionary&lt;string, IDictionary&lt;string,string&gt;&gt;();
    }

    IDictionary&lt;string, IDictionary&lt;string, string&gt;&gt; tree; 
}
</code></pre>

<p>You did actually say a ""list"" of key-values in your question so you might want to swap the inner IDictionary with a:</p>

<pre><code>IList&lt;KeyValuePair&lt;string, string&gt;&gt;
</code></pre>
"
8881,672,2008-08-12T14:27:10Z,8880,3,"<p>Answered my own question:</p>

<p>Use the <a href=""http://msdn.microsoft.com/en-us/library/aa370623(VS.85).aspx"" rel=""nofollow"">NetServerEnum</a> function, passing in the <code>SV_TYPE_DOMAIN_ENUM</code> constant for the ""servertype"" argument.</p>

<p>In Delphi, the code looks like this:</p>

<pre><code>&lt;snip&gt;
type
  NET_API_STATUS = DWORD;
  PSERVER_INFO_100 = ^SERVER_INFO_100;
  SERVER_INFO_100 = packed record
    sv100_platform_id : DWORD;
    sv100_name        : PWideChar;
end;

function NetServerEnum(  //get a list of pcs on the network (same as DOS cmd ""net view"")
  const servername    : PWideChar;
  const level         : DWORD;
  const bufptr        : Pointer;
  const prefmaxlen    : DWORD;
  const entriesread   : PDWORD;
  const totalentries  : PDWORD;
  const servertype    : DWORD;
  const domain        : PWideChar;
  const resume_handle : PDWORD
) : NET_API_STATUS; stdcall; external 'netapi32.dll';

function NetApiBufferFree(  //memory mgmt routine
  const Buffer : Pointer
) : NET_API_STATUS; stdcall; external 'netapi32.dll';

const
  MAX_PREFERRED_LENGTH = DWORD(-1);
  NERR_Success = 0;
  SV_TYPE_ALL  = $FFFFFFFF;
  SV_TYPE_DOMAIN_ENUM = $80000000;


function TNetwork.ComputersInDomain: TStringList;
var
  pBuffer        : PSERVER_INFO_100;
  pWork          : PSERVER_INFO_100;
  dwEntriesRead  : DWORD;
  dwTotalEntries : DWORD;
  i              : integer;
  dwResult       : NET_API_STATUS;
begin
  Result := TStringList.Create;
  Result.Clear;

  dwResult := NetServerEnum(nil,100,@pBuffer,MAX_PREFERRED_LENGTH,
                            @dwEntriesRead,@dwTotalEntries,SV_TYPE_DOMAIN_ENUM,
                            PWideChar(FDomainName),nil);

  if dwResult = NERR_SUCCESS then begin
    try
      pWork := pBuffer;
      for i := 1 to dwEntriesRead do begin
        Result.Add(pWork.sv100_name);
        inc(pWork);
      end;  //for i
    finally
      NetApiBufferFree(pBuffer);
    end;  //try-finally
  end  //if no error
  else begin
    raise Exception.Create('Error while retrieving computer list from domain ' +
                           FDomainName + #13#10 +
                           SysErrorMessage(dwResult));
  end;
end;
&lt;snip&gt;
</code></pre>"
8888,1115,2008-08-12T14:33:20Z,8880,1,"<p>You will need to use some LDAP queries</p>

<h2>Here is some code I have used in a previous script (it was taken off the net somewhere, and I've left in the copyright notices)</h2>

<pre><code>' This VBScript code gets the list of the domains contained in the 
' forest that the user running the script is logged into

' ---------------------------------------------------------------
' From the book ""Active Directory Cookbook"" by Robbie Allen
' Publisher: O'Reilly and Associates
' ISBN: 0-596-00466-4
' Book web site: http://rallenhome.com/books/adcookbook/code.html
' ---------------------------------------------------------------

set objRootDSE = GetObject(""LDAP://RootDSE"")
strADsPath =  ""&lt;GC://"" &amp; objRootDSE.Get(""rootDomainNamingContext"") &amp; ""&gt;;""
strFilter  = ""(objectcategory=domainDNS);""
strAttrs   = ""name;""
strScope   = ""SubTree""

set objConn = CreateObject(""ADODB.Connection"")
objConn.Provider = ""ADsDSOObject""
objConn.Open ""Active Directory Provider""
set objRS = objConn.Execute(strADsPath &amp; strFilter &amp; strAttrs &amp; strScope)
objRS.MoveFirst
while Not objRS.EOF
    Wscript.Echo objRS.Fields(0).Value
    objRS.MoveNext
wend
</code></pre>

<p><hr /></p>

<p><a href=""http://www.janus-net.de/2005/11/18/getting-list-of-sub-domains-from-active-directory-with-c/"" rel=""nofollow"" title=""http://www.scribd.com/doc/2547864/msnetformattingstrings"">Also a C# version</a></p>"
8935,79,2008-08-12T15:01:21Z,8830,1,"<p>Copy any applicable preferences files in ~/Library/Preferences from a machine that you have checked ""Don't show again"" on.</p>
"
8964,91,2008-08-12T15:27:35Z,8950,1,"<p>Unfortunately, the ""full"" Sharepoint Experience is limited to running Internet Explorer 6/7 and Office 2007.</p>

<p>On the Mac, I recommend using Firefox (Camino?) which seems to work a bit better than Safari.</p>

<p>Edit: When you say ""Similar experience"", what exactly are you missing? I don't have any Mac here, but I was under the impression that Office 2008 will have a working integration with Sharepoint as well.</p>"
8977,91,2008-08-12T15:39:32Z,8970,4,"<p>I don't have a Mac here, but there is some Documentation up here:</p>

<p><a href=""http://developer.apple.com/documentation/Hardware/Conceptual/iSightProgGuide/01introduction/chapter_1_section_1.html"" rel=""nofollow""><a href=""http://developer.apple.com/documentation/Hardware/Conceptual/iSightProgGuide/01introduction/chapter_1_section_1.html"" rel=""nofollow"">http://developer.apple.com/documentation/Hardware/Conceptual/iSightProgGuide/01introduction/chapter_1_section_1.html</a></a></p>

<p>It looks like you have to go through the QuickTime API. There is supposed to be a Sample Project called ""MungGrab"" which could be worth a look according to <a href=""http://www.mailinglistarchive.com/quicktime-api@lists.apple.com/msg02698.html"" rel=""nofollow"">this thread</a>.</p>"
8996,17,2008-08-12T15:56:13Z,8940,2,"<p>I believe you can set the desired solution up by rerunning the vmware configuration script.  And doing a custom network setup, so that both NIC's are mapped to your vmware instance.  I would recommend making eth0 the 2nd NIC since it will be easier for Linux to use by default.  Then make eth1 the 1st NIC.</p>"
9095,745,2008-08-12T18:13:37Z,7260,87,"<p>If you have SSH installed, you should be able to run..</p>

<pre><code>ssh-keygen
</code></pre>

<p>Then go through the steps, you'll have two files, <code>id_rsa</code> and <code>id_rsa.pub</code> (the first is your private key, the second is your public key - the one you copy to remote machines)</p>

<p>Then, connect to the remote machine you want to login to, to the file <code>~/.ssh/authorized_keys</code> add the contents of your that <code>id_rsa.pub</code> file.</p>

<p>Oh, and <code>chmod 600</code> all the <code>id_rsa*</code> files (both locally and remote), so no other users can read them:</p>

<pre><code>chmod 600 ~/.ssh/id_rsa*
</code></pre>

<p>Similarly, ensure the remote <code>~/.ssh/authorized_keys</code> file is <code>chmod 600</code> also:</p>

<pre><code>chmod 600 ~/.ssh/authorized_keys
</code></pre>

<p>Then, when you do <code>ssh remote.machine</code>, it should ask you for the key's password, not the remote machine.</p>

<hr>

<p>To make it nicer to use, you can use <code>ssh-agent</code> to hold the decrypted keys in memory - this means you don't have to type your keypair's password every single time. To launch the agent, you run (including the back-tick quotes, which eval the output of the <code>ssh-agent</code> command)</p>

<pre><code>`ssh-agent`
</code></pre>

<p>On some distros, ssh-agent is started automatically. If you run <code>echo $SSH_AUTH_SOCK</code> and it shows a path (probably in /tmp/) it's already setup, so you can skip the previous command.</p>

<p>Then to add your key, you do</p>

<pre><code>ssh-add ~/.ssh/id_rsa
</code></pre>

<p>and enter your passphrase. It's stored until you remove it (using the <code>ssh-add -D</code> command, which removes all keys from the agent)</p>"
9128,745,2008-08-12T18:53:01Z,8970,0,"<p>Aside from ObjC, you can use the PyObjC or RubyCocoa bindings to access it also. If you're not picky about which language, I'd say use Ruby, as PyObjC is horribly badly documented (even the official Apple page on it refers to the old version, not the one that came with OS X Leopard)</p>

<p>Quartz Composer is probably the easiest way to access it, and .quartz files can be embed in applications pretty easily (and the data piped out to ObjC or such)</p>

<p>Also, I suppose there should be an example or two of this in the /Developer/Examples/</p>
"
9139,925,2008-08-12T19:05:03Z,4670,1,"<p>I agree with basszero. I'm using mercurial under windows and it's as easy and reliable as it can get. My development team is spread over Europe (well Dublin and Vienna :-).
We use VPN to commit or sometime the built in webserver (hgserve). Both work fine with no problems out of the box.</p>

<p>Also diff3 open source tool works perfect with mercurial and TortoiseHG out of the box.</p>"
9190,146270,2008-08-12T19:49:14Z,8950,1,"<p>Office 2008 allows limited connectivity to MOSS. However there is no Mac OS browser yet that is completely compatible to MOSS.</p>

<p>I do have it on good authority the Microsoft Mac BU team is working with the MOSS team to see this changing in future versions of the platform, specifically around the Safari support.</p>"
9208,428190,2008-08-12T20:08:39Z,7940,1,"<p>My approach tends to be to ensure I can completely validate on all pages, however I still send the page as text/html instead of application/xhtml+xml so there are no ugly XML errors in the event I have missed something.</p>
"
9230,1063,2008-08-12T20:49:23Z,7940,1,"<p>For me, I feel like I've done a good job if my code validates. Seeing the green check box on the w3c pages just makes me slightly giddy. As for group b, They usually only care that it looks and works the same across browsers. They only place I've found that this is not true is the government sector. They require complete validation not only with the w3c but also passing ADA tests (basically how does it sound with a screen reader). </p>

<p>p.s. when I say government sector, I mean specifically the state of California and a few counties inside it. I have had no ther experience with other government groups besides them.</p>"
9250,960,2008-08-12T21:16:50Z,9240,1,"<p>I always create a separate assembly that contains:  </p>

<ul>
<li>A lot of small Interfaces (think ICreateRepository, IReadRepository, IReadListRepsitory.. the list goes on and most of them relies heavily on generics)  </li>
<li>A lot of concrete Interfaces, like an IPersonRepository, that inherits from IReadRepository, you get the point..<br />
Anything you cannot describe with just the smaller interfaces, you put into the concrete interface.<br />
As long as you use the IPersonRepository to declare your object, you get a clean, consistent interface to work with. But the kicker is, you can also make a class that takes f.x. a ICreateRepository in its constructor, so the code will end up being very easy to do some really funky stuff with. There are also interfaces for the Services in the business tier here.</li>
<li>At last i stick all the domain objects into the extra assembly, just to make the code base itself a bit cleaner and more loosely coupled. These objects dont have any logic, they are just a common way to describe the data for all 3+ layers.</li>
</ul>

<p>Btw. Why would you define methods in the business logic tier to accommodate the data tier?<br />
The data tier should have no reason to even know there is a business tier..</p>"
9251,1144,2008-08-12T21:18:44Z,9240,0,"<p>It could be a solution, as it would not erode the interface. I guess you could have a class like this:</p>

<pre><code>public class BusinessObjectRecord : BusinessObject
{
}
</code></pre>
"
9257,1144,2008-08-12T21:28:05Z,9240,0,"<p>What do you mean by that the data tier should not be aware of the business logic tier? How would you fill an business object with data?</p>

<p>I often do this:</p>

<pre><code>namespace Data
{
    public class BusinessObjectDataManager
    {
         public void SaveObject(BusinessObject object)
         {
                // Exec stored procedure
         {
    }
}
</code></pre>
"
9258,230,2008-08-12T21:28:09Z,9240,5,"<p>This is a classic problem - separating your domain model from your database model. There are several ways to attack it, it really depends on the size of your project in my opinion. You could use the repository pattern as others have said. If you are using .net or java you could use <a href=""http://www.hibernate.org/343.html"" rel=""nofollow"">NHibernate</a> or <a href=""http://www.hibernate.org/"" rel=""nofollow"">Hibernate</a>. </p>

<p>What I do is use <a href=""http://en.wikipedia.org/wiki/Test-driven_development"" rel=""nofollow"">Test Driven Development</a> so I write my UI and Model layers first and the Data layer is mocked, so the UI and model is build around domain specific objects, then later I map these object to what ever technology I'm using the the Data Layer. Is a very bad idea to let the database determine the design of your app, write the app first and think about the data later.</p>

<p>ps the title of the question is a little mis-leading</p>"
9264,960,2008-08-12T21:34:47Z,9240,1,"<p>@Ice^^Heat:</p>

<blockquote>
  <p>What do you mean by that the data tier should not be aware of the business logic tier? How would you fill an business object with data?</p>
</blockquote>

<p>The UI asks the ServiceClass in the business tier for a service, namely getting a list of objects filtered by an object with the needed parameter data.<br />
Then the ServiceClass creates an instance of one of the repository classes in the data tier, and calls the GetList(ParameterType filters).<br />
Then the data tier accesses the database, pulls up the data, and maps it to the common format defined in the ""domain"" assembly.<br />
The BL has no more work to do with this data, so it outputs it to the UI.</p>

<p>Then the UI wants to edit Item X. It sends the item (or business object) to the service in the Business Tier. The business tier validates the object, and if it is OK, it sends it to the data tier for storage.</p>

<p>The UI knows the service in the business tier which again knows about the data tier.</p>

<p>The UI is responsible for mapping the users data input to and from the objects, and the data tier is responsible for mapping the data in the db to and from the objects. The Business tier stays purely business. :)</p>
"
9277,872,2008-08-12T21:52:01Z,9240,0,"<p>So the problem is that the business layer needs to expose more functionality to the data layer, and adding this functionality means exposing too much to the UI layer?  If I'm understanding your problem correctly, it sounds like you're trying to satisfy too much with a single interface, and that's just causing it to become cluttered.  Why not have two interfaces into the business layer?  One would be a simple, safe interface for the UI layer.  The other would be a lower-level interface for the data layer.</p>

<p>You can apply this two-interface approach to any objects which need to be passed to both the UI and the data layers, too.</p>

<pre><code>public class BusinessLayer : ISimpleBusiness
{}

public class Some3LayerObject : ISimpleSome3LayerObject
{}
</code></pre>"
9369,372,2008-08-13T01:00:12Z,9240,0,"<p>You may want to split your interfaces into two types, namely:</p>

<ul>
<li>View interfaces -- which are interfaces that specify your interactions with your UI, and</li>
<li>Data interfaces -- which are interfaces that will allow you to specify interactions with your data</li>
</ul>

<p>It is possible to inherit and implement both set of interfaces such that:</p>

<pre><code>public class BusinessObject : IView, IData
</code></pre>

<p>This way, in your data layer you only need to see the interface implementation of IData, while in your UI you only need to see the interface implementation of IView.</p>

<p>Another strategy you might want to use is to compose your objects in the UI or Data layers such that they are merely consumed by these layers, e.g.,</p>

<pre><code>public class BusinessObject : DomainObject

public class ViewManager&lt;T&gt; where T : DomainObject

public class DataManager&lt;T&gt; where T : DomainObject
</code></pre>

<p>This in turn allows your business object to remain ignorant of both the UI/View layer and the data layer.</p>
"
9411,59,2008-08-13T02:18:28Z,9410,1,"<p>You need to pass a <a href=""http://www.newty.de/fpt/fpt.html#passPtr"" rel=""nofollow"" title=""Unison Home Page"">function pointer</a>.  The syntax is a little cumbersome, but it's really powerful once you get familiar with it.</p>
"
